17120031,TLDC,KTDC
17120032,TLDC,KTDC
17120033,TLDC,KTDC
17120034,TLDC,KTDC
17120035,TLDC,KTDC
17120036,TLDC,KTDC
17120037,TLDC,KTDC
17120038,TLDC,KTDC
17120039,TLDC,KTDC
17120040,TLDC,KTDC
17120041,TLDC,KTDC
17120042,TLDC,KTDC
17120043,TLDC,KTDC
17120044,TLDC,KTDC
17120045,TLDC,KTDC
17120046,TLDC,KTDC
17120047,TLDC,KTDC
17120048,TLDC,KTDC
17120049,TLDC,KTDC
17120050,TLDC,KTDC
17120051,TLDC,KTDC
17120052,TLDC,KTDC
17120053,TLDC,KTDC
17120054,TLDC,KTDC
17120055,TLDC,KTDC
17120056,TLDC,KTDC
17120057,TLDC,KTDC
17120058,TLDC,KTDC
17120059,TLDC,KTDC
17120060,TLDC,KTDC
