17120001,TLDC,KTDC
17120002,TLDC,KTDC
17120003,TLDC,KTDC
17120004,TLDC,KTDC
17120005,TLDC,KTDC
17120006,TLDC,KTDC
17120007,TLDC,KTDC
17120008,TLDC,KTDC
17120009,TLDC,KTDC
17120010,TLDC,KTDC
17120011,TLDC,KTDC
17120012,TLDC,KTDC
17120013,TLDC,KTDC
17120014,TLDC,KTDC
17120015,TLDC,KTDC
17120016,TLDC,KTDC
17120017,TLDC,KTDC
17120018,TLDC,KTDC
17120019,TLDC,KTDC
17120020,TLDC,KTDC
17120021,TLDC,KTDC
17120022,TLDC,KTDC
17120023,TLDC,KTDC
17120024,TLDC,KTDC
17120025,TLDC,KTDC
17120026,TLDC,KTDC
17120027,TLDC,KTDC
17120028,TLDC,KTDC
17120029,TLDC,KTDC
17120030,TLDC,KTDC
